,Unnamed: 0,city,house_title,house_type,price,owner_name,no_of_reviews,rating,occupancy,occupancy_lst,no_of_guest,house_size,no_of_beds,no_of_baths,house,beds,bath
138,142.0,Manhattan,Modern Furnished Studio APT- Midtown NYC!! ~303~,Entire apartment,1400.0,Gispan,960,4.5,"['4 guests', 'Studio', '3 beds', '1 bath', '󰀄
97 Reviews', '󰀙
Verified']","[""['4 guests'"", "" 'Studio'"", "" '3 beds'"", "" '1 bath'"", "" '\U000f0004\n97 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
139,143.0,Manhattan,â PERFECT MANHATTAN LOCATION NEAR SUBWAY & CAFES!â,Entire apartment,1390.0,Jenny,2720,4.5,"['4 guests', '2 bedrooms', '2 beds', '1 bath', '󰀄
354 Reviews', '󱄁
1 Reference', '󰀙
Verified']","[""['4 guests'"", "" '2 bedrooms'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n354 Reviews'"", "" '\U000f1101\n1 Reference'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
140,144.0,Manhattan,Best Views in Heart of Times Square,Entire apartment,3420.0,Frank,1600,5.0,"['3 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
85 Reviews', '󰀙
Verified']","[""['3 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n85 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
141,145.0,Manhattan,Cozy 2 Bedroom APT in the Center of Herald SQ! 4R,Entire apartment,1370.0,Il Kwon,160,4.5,"['4 guests', '2 bedrooms', '3 beds', '1 bath', '󰀄
147 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '2 bedrooms'"", "" '3 beds'"", "" '1 bath'"", "" '\U000f0004\n147 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
142,146.0,Manhattan,Garden Oasis Apartment - 2 bedroom,Entire apartment,2000.0,Julia,1570,4.5,"['6 guests', '2 bedrooms', '3 beds', '1 bath', '󰀄
159 Reviews', '󰀙
Verified']","[""['6 guests'"", "" '2 bedrooms'"", "" '3 beds'"", "" '1 bath'"", "" '\U000f0004\n159 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
143,147.0,Manhattan,Quiet Soho/Nolita Garden Alcove Studio,Entire apartment,1530.0,Deeva,1550,5.0,"['3 guests', 'Studio', '1 bed', '1 bath', '󰀄
189 Reviews', '󰀙
Verified']","[""['3 guests'"", "" 'Studio'"", "" '1 bed'"", "" '1 bath'"", "" '\U000f0004\n189 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
144,148.0,Manhattan,HUGE East Village 2 Bd w/Priv Yard,Entire condominium,1990.0,Deborah,2320,4.5,"['6 guests', '2 bedrooms', '3 beds', '1 bath', '󰀄
234 Reviews', '󰀙
Verified']","[""['6 guests'"", "" '2 bedrooms'"", "" '3 beds'"", "" '1 bath'"", "" '\U000f0004\n234 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
145,149.0,Manhattan,SPACIOUS BEDROOM AND PRIVATE BATH!!!,Private room in apartment,1400.0,Steve,2320,5.0,"['3 guests', '1 bedroom', '1 bed', '1 private bath', '󰀄
233 Reviews', '󱄁
2 References', '󰀙
Verified']","[""['3 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 private bath'"", "" '\U000f0004\n233 Reviews'"", "" '\U000f1101\n2 References'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
146,150.0,Manhattan,A Perfect Match! The NYC All-Rounder Apartment,Entire apartment,2100.0,Suzanne,360,4.5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
36 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n36 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
147,151.0,Manhattan,"Room with the balcony, fits 3!",Private room in apartment,1020.0,Simon,960,4.5,"['3 guests', '1 bedroom', '1 bed', '1 shared bath', '󰀄
219 Reviews']","[""['3 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 shared bath'"", "" '\U000f0004\n219 Reviews']""]",[,"""",[,',,,
148,152.0,Manhattan,Live in New York Near Central Park and Columbia U.,Entire apartment,1400.0,Mekkie,760,5.0,"['4 guests', '1 bedroom', '3 beds', '1 bath', '󰀄
84 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '3 beds'"", "" '1 bath'"", "" '\U000f0004\n84 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
149,153.0,Manhattan,Sunny Room with Private Bath; Prime LES/Chinatown,Private room in apartment,1100.0,Tara,940,5.0,"['3 guests', '1 bedroom', '1 bed', '1 private bath', '󰀄
210 Reviews', '󰀙
Verified']","[""['3 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 private bath'"", "" '\U000f0004\n210 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
150,154.0,Manhattan,Vibrant Brownstone Penthouse Near Central Park,Entire apartment,1520.0,John,1160,5.0,"['6 guests', '1 bedroom', '3 beds', '1 bath', '󰀄
127 Reviews', '󱄁
2 References', '󰀙
Verified']","[""['6 guests'"", "" '1 bedroom'"", "" '3 beds'"", "" '1 bath'"", "" '\U000f0004\n127 Reviews'"", "" '\U000f1101\n2 References'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
151,155.0,Manhattan,Columbia University/ Upper west/Steps CentralPark,Entire apartment,900.0,Miguel,120,5.0,"['8 guests', '2 bedrooms', '2 beds', '1 bath', '󰀄
34 Reviews', '󰀙
Verified']","[""['8 guests'"", "" '2 bedrooms'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n34 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
152,156.0,Manhattan,Master bedroom. 20 min. train to Time Square!,Private room in apartment,920.0,Angelica,550,5.0,"['4 guests', '1 bedroom', '3 beds', '1 shared bath', '󰀄
117 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '3 beds'"", "" '1 shared bath'"", "" '\U000f0004\n117 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
153,157.0,Manhattan,Location Location Location!!!!,Entire apartment,1850.0,Al,1670,4.5,"['3 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
168 Reviews', '󰀙
Verified']","[""['3 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n168 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
154,158.0,Manhattan,Manhattan Townhouse Apt -2 blocks to Subway,Entire apartment,2040.0,Lisa,1170,5.0,"['4 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
185 Reviews', '󱄁
3 References']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n185 Reviews'"", "" '\U000f1101\n3 References']""]",[,"""",[,',,,
155,159.0,Manhattan,Cozy apartment near Central Park,Entire apartment,2030.0,Klara,950,4.5,"['5 guests', '2 bedrooms', '3 beds', '1 bath', '󰀄
101 Reviews', '󰀙
Verified']","[""['5 guests'"", "" '2 bedrooms'"", "" '3 beds'"", "" '1 bath'"", "" '\U000f0004\n101 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
156,160.0,Manhattan,NYC Private 1BR Apartment - 116th Street,Entire apartment,1280.0,Dustin,410,4.5,"['3 guests', '1 bedroom', '1 bed', '1 bath', '󰀄
44 Reviews', '󰀙
Verified']","[""['3 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\U000f0004\n44 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
157,161.0,Manhattan,Harlem Style Spacious and Sunny,Entire apartment,1540.0,M. Elizabeth,1170,4.5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
117 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n117 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
158,162.0,Manhattan,Manhattan Townhouse Apt -2 blocks to Subway,Entire apartment,2040.0,Lisa,1170,5.0,"['4 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
185 Reviews', '󱄁
3 References']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n185 Reviews'"", "" '\U000f1101\n3 References']""]",[,"""",[,',,,
159,163.0,Manhattan,Vibrant Brownstone Penthouse Near Central Park,Entire apartment,1520.0,John,1160,5.0,"['6 guests', '1 bedroom', '3 beds', '1 bath', '󰀄
127 Reviews', '󱄁
2 References', '󰀙
Verified']","[""['6 guests'"", "" '1 bedroom'"", "" '3 beds'"", "" '1 bath'"", "" '\U000f0004\n127 Reviews'"", "" '\U000f1101\n2 References'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
160,164.0,Manhattan,Harlem Style Spacious and Sunny,Entire apartment,1540.0,M. Elizabeth,1170,4.5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
117 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n117 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
161,165.0,Manhattan,Sunny Two Bed in Prime Lower East Side/Chinatown:),Private room in apartment,1100.0,Tara,1090,4.5,"['3 guests', '1 bedroom', '2 beds', '1 shared bath', '󰀄
210 Reviews', '󰀙
Verified']","[""['3 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 shared bath'"", "" '\U000f0004\n210 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
162,166.0,Manhattan,Cozy midtown apt next to metro & Empire State bldg,Entire apartment,1010.0,Spencer,660,4.5,"['3 guests', 'Studio', '1 bed', '1 bath', '󰀄
66 Reviews', '󰀙
Verified']","[""['3 guests'"", "" 'Studio'"", "" '1 bed'"", "" '1 bath'"", "" '\U000f0004\n66 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
163,167.0,Manhattan,"Apt in Little Italy/Chinatown, Lower Manhattan",Entire apartment,1800.0,Moying,230,5.0,"['5 guests', '2 bedrooms', '2 beds', '1 bath', '󰀄
59 Reviews', '󰀙
Verified']","[""['5 guests'"", "" '2 bedrooms'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n59 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
164,168.0,Manhattan,Comfy NYC Studio 15 Min. To Midtown,Entire apartment,1250.0,Terrence,1890,4.5,"['3 guests', 'Studio', '2 beds', '1 bath', '󰀄
190 Reviews', '󰀙
Verified']","[""['3 guests'"", "" 'Studio'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n190 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
165,169.0,Manhattan,STUDIO East village âOwn bath!â,Entire apartment,1490.0,Seith,2670,4.0,"['4 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
939 Reviews', '󱄁
1 Reference', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n939 Reviews'"", "" '\U000f1101\n1 Reference'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
166,170.0,Manhattan,"Prime location, Renovated,Inspiring",Entire apartment,1900.0,Elena,1190,4.5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
124 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n124 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
167,171.0,Manhattan,Huge Room in East Harlem on Madison Avenue,Private room in townhouse,1000.0,Kelvin,730,5.0,"['3 guests', '1 bedroom', '1 bed', '1.5 shared baths', '󰀄
101 Reviews', '󰀙
Verified']","[""['3 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1.5 shared baths'"", "" '\U000f0004\n101 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
168,172.0,Manhattan,1 bedroom with 3 beds in the heart of Times Square,Entire apartment,1500.0,Kerri,640,5.0,"['4 guests', '1 bedroom', '3 beds', '1 bath', '󰀄
64 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '3 beds'"", "" '1 bath'"", "" '\U000f0004\n64 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
169,173.0,Manhattan,Cozy apartment in Central Park North,Entire apartment,1350.0,Hafou,480,4.0,"['3 guests', '1 bedroom', '1 bed', '1 bath', '󰀄
49 Reviews', '󰀙
Verified']","[""['3 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\U000f0004\n49 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
170,174.0,Manhattan,Amazing Sunny Apartment in the Lower East Side,Entire apartment,1690.0,Todd,770,4.5,"['3 guests', 'Studio', '1 bed', '1 bath', '󰀄
93 Reviews', '󰀙
Verified']","[""['3 guests'"", "" 'Studio'"", "" '1 bed'"", "" '1 bath'"", "" '\U000f0004\n93 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
171,176.0,Manhattan,Spacious Apt in Townhouse near Columbia University,Entire apartment,1330.0,Emilie,950,5.0,"['4 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
98 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n98 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
172,177.0,Manhattan,Lovely 2-bedroom 1bath in Chinatown & Little Italy,Entire apartment,1350.0,Carmen,1290,4.5,"['4 guests', '2 bedrooms', '4 beds', '1 bath', '󰀄
129 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '2 bedrooms'"", "" '4 beds'"", "" '1 bath'"", "" '\U000f0004\n129 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
173,178.0,Manhattan,Newly Renovated 1 Bedroom Apartment Hell's Kitchen,Entire apartment,1690.0,Elgin,910,5.0,"['4 guests', '1 bedroom', '1 bed', '1 bath', '󰀄
98 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\U000f0004\n98 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
174,179.0,Manhattan,Comfy room in Manhattan 4 blocks from central park,Private room in apartment,1100.0,Elias,480,4.5,"['4 guests', '1 bedroom', '1 bed', '1 shared bath', '󰀄
67 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 shared bath'"", "" '\U000f0004\n67 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
175,180.0,Manhattan,Amazing Sunny Apartment in the Lower East Side,Entire apartment,1690.0,Todd,770,4.5,"['3 guests', 'Studio', '1 bed', '1 bath', '󰀄
93 Reviews', '󰀙
Verified']","[""['3 guests'"", "" 'Studio'"", "" '1 bed'"", "" '1 bath'"", "" '\U000f0004\n93 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
176,181.0,Manhattan,Huge 3 Bedroom Apartment in Times Square,Entire apartment,2950.0,Mark,650,4.5,"['6 guests', '3 bedrooms', '3 beds', '1 bath', '󰀄
179 Reviews', '󰀙
Verified']","[""['6 guests'"", "" '3 bedrooms'"", "" '3 beds'"", "" '1 bath'"", "" '\U000f0004\n179 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
177,182.0,Manhattan,Family Place inâ¤ï¸â¤ï¸of Manhattan âTimes Squareâââââ,Entire apartment,2780.0,Alex,1330,4.5,"['5 guests', '2 bedrooms', '3 beds', '1 bath', '󰀄
12 Reviews', '󰀙
Verified']","[""['5 guests'"", "" '2 bedrooms'"", "" '3 beds'"", "" '1 bath'"", "" '\U000f0004\n12 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
178,183.0,Manhattan,Spacious Apt in Townhouse near Columbia University,Entire apartment,1330.0,Emilie,950,5.0,"['4 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
98 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n98 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
179,184.0,Manhattan,MANHATTAN NEWLY RENOVATED SPACIOUS MODERN FLAT!,Entire apartment,1800.0,Emmanuel,200,4.5,"['6 guests', '2 bedrooms', '2 beds', '1 bath', '󰀄
22 Reviews', '󰀙
Verified']","[""['6 guests'"", "" '2 bedrooms'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n22 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
180,185.0,Manhattan,"Close to Central Park,renovated quite studio A",Entire apartment,1490.0,Aron,500,5.0,"['4 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
96 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n96 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
181,186.0,Manhattan,Sunny Little Brownstone on Central Park West,Entire loft,1500.0,Shannon,1300,5.0,"['3 guests', '1 bedroom', '1 bed', '1 bath', '󰀄
154 Reviews', '󰀙
Verified']","[""['3 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\U000f0004\n154 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
182,187.0,Manhattan,Stunning 2 BR Apartment Steps to the UN,Entire apartment,1800.0,Noa,1160,4.5,"['5 guests', '2 bedrooms', '3 beds', '1 bath', '󰀄
124 Reviews', '󰀙
Verified']","[""['5 guests'"", "" '2 bedrooms'"", "" '3 beds'"", "" '1 bath'"", "" '\U000f0004\n124 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
183,189.0,Manhattan,Spacious 1 BDRM near Central Park,Entire apartment,1950.0,Michael,1740,4.5,"['3 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
183 Reviews', '󰀙
Verified']","[""['3 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n183 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
184,190.0,Manhattan,"Times Square,center of New York City,7 mins walk!",Entire apartment,1690.0,Grayson,1170,5.0,"['4 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
323 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n323 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
185,191.0,Manhattan,Airy Apartment in Times Square,Private room in apartment,990.0,Lina,80,5.0,"['3 guests', '1 bedroom', '2 beds', '1 shared bath', '󰀄
145 Reviews', '󰀙
Verified']","[""['3 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 shared bath'"", "" '\U000f0004\n145 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
186,192.0,Manhattan,Modern 1 bedroom GREAT location,Entire apartment,2390.0,Tina,1660,4.5,"['6 guests', '1 bedroom', '3 beds', '1 bath', '󰀄
178 Reviews', '󰀙
Verified']","[""['6 guests'"", "" '1 bedroom'"", "" '3 beds'"", "" '1 bath'"", "" '\U000f0004\n178 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
187,193.0,Manhattan,COZY 2BDR APT- TIMES SQ / MIDTOWN WEST,Entire apartment,1500.0,Ed &Alexa,590,4.5,"['6 guests', '2 bedrooms', '3 beds', '1 bath', '󰀄
1429 Reviews', '󰀙
Verified']","[""['6 guests'"", "" '2 bedrooms'"", "" '3 beds'"", "" '1 bath'"", "" '\U000f0004\n1429 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
188,194.0,Manhattan,Private Studio Apartment in a Historic Brownstone,Private room in townhouse,1240.0,Jacob,1230,4.5,"['4 guests', 'Studio', '2 beds', '1 private bath', '󰀄
874 Reviews', '󰀙
Verified']","[""['4 guests'"", "" 'Studio'"", "" '2 beds'"", "" '1 private bath'"", "" '\U000f0004\n874 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
189,195.0,Manhattan,Cute Room in Lower East Side!,Private room in apartment,680.0,Kate,1100,4.5,"['3 guests', '1 bedroom', '1 bed', '1 shared bath', '󰀄
255 Reviews', '󰀙
Verified']","[""['3 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 shared bath'"", "" '\U000f0004\n255 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
190,196.0,Manhattan,New York Chelsea apartment,Entire apartment,1450.0,Sonia,200,4.5,"['4 guests', '1 bedroom', '1 bed', '1 bath', '󰀄
20 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\U000f0004\n20 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
191,197.0,Manhattan,Amazing and large 1 bedroom in the heart of NYC,Entire apartment,1250.0,Yasmin,100,4.0,"['6 guests', '1 bedroom', '3 beds', '1 bath', '󰀄
10 Reviews', '󰀙
Verified']","[""['6 guests'"", "" '1 bedroom'"", "" '3 beds'"", "" '1 bath'"", "" '\U000f0004\n10 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
192,198.0,Manhattan,Charming Bedroom in Harlem,Private room in apartment,1400.0,Charles,3130,5.0,"['3 guests', '1 bedroom', '2 beds', '1.5 shared baths', '󰀄
313 Reviews', '󰀙
Verified']","[""['3 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1.5 shared baths'"", "" '\U000f0004\n313 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
193,199.0,Manhattan,Stylish 2BR â Sleeps 6 â C.Park,Entire apartment,1900.0,Gilad,1090,4.0,"['6 guests', '2 bedrooms', '3 beds', '1 bath', '󰀄
109 Reviews', '󰀙
Verified']","[""['6 guests'"", "" '2 bedrooms'"", "" '3 beds'"", "" '1 bath'"", "" '\U000f0004\n109 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
194,200.0,Manhattan,COZY STUDIO Upper West Side,Entire apartment,1990.0,Petrina,730,5.0,"['4 guests', 'Studio', '2 beds', '1 bath', '󰀄
73 Reviews', '󰀙
Verified']","[""['4 guests'"", "" 'Studio'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n73 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
195,201.0,Manhattan,CLEAN & COZY EAST VILLAGE PAD,Entire apartment,1550.0,Lina,1530,4.5,"['3 guests', '1 bedroom', '1 bed', '1 bath', '󰀄
569 Reviews', '󱄁
1 Reference', '󰀙
Verified']","[""['3 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\U000f0004\n569 Reviews'"", "" '\U000f1101\n1 Reference'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
196,202.0,Manhattan,Clean Apartment in A Warm Home,Entire apartment,690.0,AGood,1210,5.0,"['3 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
121 Reviews', '󰀙
Verified']","[""['3 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n121 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
197,203.0,Manhattan,Full Apartment on Central Park in Vibrant Harlem,Entire apartment,1210.0,Britt,740,4.5,"['4 guests', '1 bedroom', '1 bed', '1 bath', '󰀄
74 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\U000f0004\n74 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
198,204.0,Manhattan,Luxury spacious quiet 1 bedroom by Columbus Circle,Entire apartment,1790.0,Elena,620,5.0,"['6 guests', '1 bedroom', '3 beds', '1 bath', '󰀄
77 Reviews', '󰀙
Verified']","[""['6 guests'"", "" '1 bedroom'"", "" '3 beds'"", "" '1 bath'"", "" '\U000f0004\n77 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
199,205.0,Manhattan,"Luxury Astoria 1BD apt, 20min from Manhattan",Entire apartment,1300.0,Vadim,570,5.0,"['4 guests', '1 bedroom', '3 beds', '1 bath', '󰀄
204 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '3 beds'"", "" '1 bath'"", "" '\U000f0004\n204 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
200,206.0,Manhattan,"Clean/Quiet Apt, Great Location, with washer/dryer",Entire apartment,930.0,David,1930,4.5,"['4 guests', 'Studio', '2 beds', '1 bath', '󰀄
193 Reviews', '󰀙
Verified']","[""['4 guests'"", "" 'Studio'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n193 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
201,207.0,Manhattan,New Modern 1 Bedroom Apt - Hip Downtown Manhattan,Entire apartment,2400.0,Mike,2080,5.0,"['4 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
210 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n210 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
202,208.0,Manhattan,Your Own Private Entrance Studio in Stylish Duplex,Private room in apartment,1090.0,Yamil,780,5.0,"['4 guests', '1 bedroom', '1 bed', '1.5 private baths', '󰀄
79 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1.5 private baths'"", "" '\U000f0004\n79 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
203,210.0,Manhattan,quaint village apartment for up to 6,Entire apartment,2250.0,Jacqueline,690,4.5,"['6 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
166 Reviews', '󰀙
Verified']","[""['6 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n166 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
204,211.0,Manhattan,New York City Historical Brownstone First Floor.,Entire apartment,270.0,Naima,2310,5.0,"['6 guests', '2 bedrooms', '3 beds', '2 baths', '󰀄
488 Reviews', '󰀙
Verified']","[""['6 guests'"", "" '2 bedrooms'"", "" '3 beds'"", "" '2 baths'"", "" '\U000f0004\n488 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
205,212.0,Manhattan,Amazing East Village Xtra Large Studio Apartment!,Entire apartment,2050.0,Joseph,1000,4.5,"['4 guests', 'Studio', '2 beds', '1 bath', '󰀄
126 Reviews', '󰀙
Verified']","[""['4 guests'"", "" 'Studio'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n126 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
206,213.0,Manhattan,UES Renovated Safe Location,Entire apartment,1480.0,Marvin,590,5.0,"['4 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
87 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n87 Reviews'"", "" '\U000f0019\nVerified']""]",[,"""",[,',,,
